rank	word	pos	coca_acad_freq	acad_ratio
1849	concerted	j	654	1.77
1850	electronically	r	652	1.5
1851	infancy	n	652	1.68
1852	recourse	n	652	1.81
1853	modernize	v	651	1.53
1854	citizenry	n	651	1.95
1855	approximation	n	650	2.4
1856	multiplicity	n	650	2.66
1857	re-examine	v	650	1.78
1858	standardization	n	650	2.98
1859	ally	v	649	1.51
1860	objectively	r	647	2.1
1861	homogeneity	n	645	3.01
1862	intersect	v	645	1.65
1863	stewardship	n	644	1.7
1864	pervade	v	643	1.97
1865	parochial	j	642	1.83
1866	attendee	n	642	1.69
1867	strikingly	r	636	1.72
1868	suggested	j	634	1.61
1869	arid	j	633	1.56
1871	prerogative	n	632	1.98
1872	conceptually	r	631	2.71
1873	cadre	n	631	1.51
1874	evolving	j	631	2.25
1875	cooperative	n	631	1.74
1876	anatomical	j	630	2.4
1877	staffing	n	630	1.55
1878	focused	j	628	1.52
1879	misuse	n	626	1.8
1880	ordering	n	626	2.27
1881	monograph	n	625	2.54
1882	lastly	r	625	2.0
1883	corrective	j	625	2.26
1884	cortex	n	625	2.25
1885	complement	n	625	1.72
1886	counterproductive	j	624	1.73
1887	predispose	v	624	2.18
1888	synonymous	j	624	1.58
1889	separated	j	623	1.74
1890	individualistic	j	623	2.74
1891	expulsion	n	623	1.7
1892	assertive	j	622	1.69
1893	applicability	n	622	3.24
1894	immersion	n	621	1.9
1895	repository	n	620	1.62
1896	intrusive	j	619	1.54
1897	purport	v	617	1.7
1898	powerfully	r	616	1.59
1899	consent	v	616	1.71
1900	primer	n	615	1.5
1901	guise	n	614	1.53
1902	biologically	r	614	2.12
1903	disproportionately	r	612	1.85
1904	externally	r	611	2.63
1905	idealism	n	611	1.6
1906	bias	v	610	2.18
1907	taboo	n	610	1.64
1908	triad	n	609	2.3
1909	commonality	n	609	2.46
1910	deficient	j	609	2.07
1911	corroborate	v	609	1.68
1912	pathological	j	609	2.21
1913	minimally	r	608	2.18
1914	negate	v	607	1.96
1915	conjunction	n	606	2.53
1916	erroneous	j	605	2.02
1917	English-speaking	j	605	2.03
1918	uniformity	n	605	2.42
1919	verbally	r	604	1.79
1920	westerner	n	603	1.51
1921	regularity	n	603	1.93
1922	regeneration	n	602	2.37
1923	elective	j	602	1.79
1924	precondition	n	602	2.04
1925	inequity	n	601	1.83
1926	reorganize	v	601	1.56
1927	retrieval	n	600	2.32
1928	accentuate	v	600	1.53
1929	predicate	v	598	2.26
1930	prenatal	j	598	1.53
1931	recognized	j	597	2.06
1932	predominate	v	593	2.39
1933	populace	n	593	1.73
1934	archival	j	593	2.12
1935	counteract	v	593	1.87
1936	dominion	n	591	1.55
1937	advantageous	j	591	2.42
1938	informational	j	591	2.13
1939	congruent	j	590	3.13
1940	diverge	v	590	2.29
1941	dispersion	n	590	2.98
1942	cohesive	j	589	1.99
1943	redirect	v	589	1.6
1944	self-image	n	588	2.19
1945	tenuous	j	587	1.58
1946	decision-maker	n	587	2.22
1947	vertically	r	586	1.65
1948	subordinate	n	585	1.89
1949	eminent	j	585	1.53
1950	intertwine	v	584	1.67
1951	oppositional	j	584	3.05
1952	virtuous	j	583	1.87
1953	weight	v	581	1.53
1954	substantiate	v	580	1.94
1955	enlargement	n	580	2.19
1956	coerce	v	580	1.59
1957	concluding	j	579	2.64
1958	threatened	j	579	1.64
1959	compensatory	j	577	2.36
1960	prioritize	v	574	2.0
1961	technologically	r	574	1.88
1962	transformative	j	571	2.41
1963	topography	n	571	2.02
1964	wording	n	571	1.81
1965	periodical	n	571	1.99
1966	antecedent	n	570	2.98
1967	unwillingness	n	570	1.83
1968	elucidate	v	568	2.87
1969	intervening	j	568	1.92
1970	impersonal	j	567	1.75
1971	marginally	r	565	1.82
1972	pre-existing	j	564	1.82
1973	eschew	v	564	1.69
1974	defined	j	563	2.11
1975	circumvent	v	563	1.75
1976	fluctuate	v	562	1.91
1977	normalize	v	562	2.11
1978	supplant	v	557	1.74
1979	dislocation	n	556	2.07
1980	caveat	n	555	1.54
1981	outward	j	555	1.64
1982	precept	n	552	2.16
1983	cyclical	j	552	1.85
1984	unavoidable	j	552	1.57
1985	auspice	n	551	1.98
1986	supervisory	j	550	2.19
1987	well-established	j	550	2.02
1988	aggregate	n	549	2.47
1989	rationalize	v	548	1.67
1990	harmonious	j	548	1.81
1991	variously	r	548	1.99
1992	requisite	j	548	1.74
1993	overestimate	v	547	1.89
1994	ideologically	r	546	2.03
1995	maturation	n	545	2.68
1996	proliferate	v	545	1.72
1997	manufactured	j	544	1.56
1998	benevolent	j	544	1.55
1999	calibrate	v	544	2.15
2000	deviate	v	544	2.12
2001	idiosyncratic	j	542	1.86
2002	institutionalized	j	541	2.56
2003	utilitarian	j	541	1.7
2004	insightful	j	539	1.79
2005	colonize	v	538	1.96
2006	accumulated	j	538	1.77
2007	antagonism	n	536	2.15
2008	predetermined	j	535	2.52
2009	recur	v	533	1.9
2010	thereof	r	531	1.74
2011	endeavor	v	531	2.03
2012	dependent	n	530	1.84
2013	supplementary	j	530	2.75
2014	institutionalization	n	529	3.03
2015	inverse	j	529	2.82
2016	irreversible	j	528	1.77
2017	corollary	n	527	2.42
2018	enumerate	v	527	2.37
2019	centrally	r	527	2.31
2020	ecologically	r	526	2.12
2021	underpin	v	526	2.43
2022	linked	j	525	1.9
2023	preparatory	j	524	1.81
2024	conduit	n	523	1.57
2025	precedence	n	522	1.85
2026	exhaustive	j	519	1.72
2027	decentralization	n	519	2.63
2028	deduce	v	517	1.89
2029	approximate	j	517	1.93
2030	inseparable	j	517	1.72
2031	increment	n	517	1.9
2032	rudimentary	j	517	1.62
2033	overarching	j	516	2.4
2034	expressed	j	516	2.06
2035	paternal	j	515	1.77
2036	well-defined	j	513	2.4
2037	functionally	r	512	2.63
2038	fostering	n	510	2.55
2039	material	j	510	1.97
2040	potency	n	509	1.93
2041	unitary	j	509	2.91
2042	concurrently	r	508	2.56
2043	top-down	j	507	2.54
2044	budgetary	j	506	1.78
2045	presumed	j	506	2.18
2046	additive	j	504	2.31
2047	inactive	j	502	1.92
2048	interrelationship	n	502	3.07
2049	creatively	r	501	1.73
2050	marginalized	j	500	2.76
2051	judgement	n	499	2.14
2052	inefficiency	n	499	1.84
2053	transmitted	j	499	1.65
2054	imbue	v	498	1.72
2055	aggregation	n	497	3.01
2056	calculated	j	497	1.63
2057	calculus	n	496	1.63
2058	excessively	r	495	1.68
2059	schematic	j	495	2.39
2060	aversion	n	493	1.68
2061	nexus	n	493	1.71
2062	attendant	j	491	1.83
2063	nascent	j	489	1.77
2064	universality	n	489	2.63
2065	inertia	n	488	1.7
2066	extrapolate	v	488	2.07
2067	aberration	n	487	1.64
2068	acquired	j	485	2.19
2069	compulsion	n	483	1.52
2070	coded	j	483	2.04
2071	undue	j	483	1.63
2072	unifying	j	482	2.02
2073	simplified	j	481	2.07
2074	indistinguishable	j	481	1.56
2075	helplessness	n	478	1.66
2076	duality	n	478	2.57
2077	coalesce	v	477	1.67
2078	inherited	j	477	1.81
2079	underpinning	n	477	2.07
2080	unimportant	j	477	1.66
2081	tacit	j	476	1.88
2082	MP	n	476	1.52
2083	index	v	475	1.83
2084	discontinuity	n	475	2.92
2085	entrench	v	475	1.74
2086	envisage	v	475	2.65
2087	repress	v	475	1.73
2088	redundant	j	474	1.7
2089	supersede	v	474	2.04
2090	distinguishing	j	474	2.14
2091	computer-based	j	474	2.84
2092	overriding	j	474	1.56
2093	inaccessible	j	472	1.7
2094	congruence	n	472	3.22
2095	gratification	n	470	1.53
2096	qualitatively	r	470	3.06
2097	typify	v	470	1.93
2098	therein	r	469	1.67
2099	phenomenological	j	469	3.36
2100	predisposition	n	467	2.04
2101	horizontally	r	467	1.55
2102	author	v	467	1.63
2103	directional	j	467	2.2
2104	paucity	n	466	2.64
2105	mores	n	466	1.85
2106	rupture	n	466	1.93
2107	intractable	j	465	1.83
2108	consensual	j	460	1.63
2109	quarterly	n	459	2.11
2110	multifaceted	j	458	2.25
2111	informally	r	458	1.83
2112	entrenched	j	458	1.55
2113	inextricably	r	456	2.05
2114	underly	v	456	2.49
2115	workable	j	456	1.54
2116	replete	j	455	1.67
2117	devalue	v	455	1.84
2118	attune	v	455	1.72
2119	auxiliary	j	454	1.85
2120	imperfection	n	454	1.6
2121	plethora	n	454	1.77
2122	prism	n	454	1.51
2123	westward	r	454	1.55
2124	stagnation	n	451	2.02
2125	procure	v	450	1.65
2126	allot	v	450	1.64
2127	archaic	j	448	1.63
2128	compilation	n	448	1.51
2129	characteristically	r	448	1.99
2130	equivalence	n	448	2.75
2131	decode	v	447	1.77
2132	condense	v	447	1.81
2133	unskilled	j	447	2.01
2134	monolithic	j	446	1.94
2135	diminishing	j	445	1.57
2136	foregoing	j	445	3.03
2137	diminished	j	442	1.76
2138	deleterious	j	442	2.74
2139	organizing	j	442	1.73
2140	symmetrical	j	440	1.76
2141	structurally	r	439	2.19
2142	neoclassical	j	439	2.09
2143	herein	r	439	2.61
2144	illustrative	j	438	2.47
2145	causation	n	438	2.95
2146	stratification	n	438	2.96
2147	spatially	r	437	3.16
2148	conventionally	r	437	2.16
2149	assisted	j	437	1.57
2150	consolidated	j	436	1.64
2151	personalized	j	436	1.53
2152	paraphrase	v	436	1.54
2153	received	j	435	2.2
2154	heuristic	j	435	3.34
2155	distributed	j	435	2.52
2156	discernible	j	434	1.64
2157	self-sufficiency	n	434	1.8
2158	stereotyping	n	434	2.17
2159	abstract	v	433	2.42
2160	hereditary	j	433	1.77
2161	habitual	j	433	1.67
2162	humanistic	j	433	2.52
2163	re-evaluate	v	433	1.52
2164	prior	r	433	1.68
2165	predate	v	432	1.69
2166	unaffected	j	431	1.6
2167	esoteric	j	430	1.72
2168	post-traumatic	j	427	1.69
2169	oriented	j	426	2.25
2170	actuality	n	426	2.0
2171	documented	j	425	1.9
2172	dearth	n	425	1.71
2173	uncontrolled	j	425	1.64
2174	commercialization	n	424	2.22
2175	aggregate	v	423	2.75
2176	anomalous	j	422	2.48
2177	ethically	r	421	1.69
2178	hitherto	r	421	2.21
2179	innumerable	j	420	1.52
2180	valued	j	420	2.02
2181	matching	n	419	2.05
2182	apex	n	419	1.56
2183	duplication	n	418	2.3
2184	encapsulate	v	417	2.14
2185	doubling	n	417	1.88
2186	broad-based	j	417	1.68
2187	harmonize	v	416	1.96
2188	ministerial	j	416	2.34
2189	inward	j	415	1.55
2190	infrequently	r	415	1.85
2191	innovator	n	415	1.51
2192	convergent	j	415	3.11
2193	Darwinian	j	415	2.34
2194	predictability	n	414	2.06
2195	inverted	j	413	1.61
2196	impractical	j	413	1.52
2197	altruistic	j	413	2.07
2198	parenthesis	n	412	2.04
2199	strengthening	n	412	2.11
2200	unambiguous	j	411	2.19
2201	intuitively	r	411	1.94
2202	reasoned	j	410	2.05
2203	purify	v	408	1.58
2204	aggressor	n	407	1.52
2205	self-evident	j	407	1.99
2206	vested	j	405	1.57
2207	traditionalist	n	404	1.62
2208	rigidity	n	403	1.84
2209	unanticipated	j	401	2.19
2210	unrestricted	j	401	1.5
2211	detriment	n	401	1.69
2212	eradication	n	401	1.85
2213	circumscribe	v	400	2.42
2214	amenable	j	399	2.03
2215	empowering	j	397	1.85
2216	instantaneous	j	397	1.7
2217	fore	n	396	1.51
2218	deconstruct	v	396	1.99
2219	dissimilar	j	396	2.2
2220	network	v	395	1.64
2221	unquestionably	r	394	1.52
2222	labeled	j	393	1.69
2223	legitimately	r	393	1.53
2224	ameliorate	v	392	2.47
2225	antagonistic	j	392	2.19
2226	hereafter	r	391	2.66
2227	puzzling	j	391	1.52
2228	preponderance	n	390	2.04
2229	generality	n	390	2.43
2230	commensurate	j	390	2.28
2231	dynamism	n	390	2.33
2232	sustenance	n	390	1.66
2233	disengagement	n	389	2.18
2234	rationally	r	389	1.84
2235	indefinite	j	388	1.57
2236	subordinate	v	388	2.69
2237	prompt	j	387	1.7
2238	contiguous	j	386	2.01
2239	centralization	n	385	2.97
2240	collected	j	385	1.61
2241	midpoint	n	385	2.05
2242	mistrust	n	385	1.54
2243	intangible	j	385	1.59
2244	inconclusive	j	384	1.62
2245	dispersed	j	384	2.43
2246	fallacy	n	382	1.77
2247	consultative	j	382	2.88
2248	justified	j	382	1.85
2249	unsatisfactory	j	382	1.81
2250	infrequent	j	381	1.78
2251	expert	j	379	1.63
2252	grounding	n	377	1.88
2253	definitively	r	376	1.71
2254	contrary	j	376	1.69
2255	succeeding	j	376	1.8
2256	superimpose	v	376	1.64
2257	redundancy	n	375	2.16
2258	accelerating	j	375	1.78
2259	domesticated	j	375	2.01
2260	interconnection	n	375	2.71
2261	prescriptive	j	375	2.86
2262	mainstream	n	374	1.51
2263	italics	n	374	2.56
2264	modulate	v	373	2.12
2265	flourishing	j	373	1.85
2266	encroachment	n	373	2.06
2267	affluence	n	373	1.73
2268	childbearing	j	372	1.86
2269	presenter	n	372	1.73
2270	rigorously	r	372	1.92
2271	recast	v	371	1.77
2272	inversely	r	371	3.04
2273	intensification	n	370	2.95
2274	rationalization	n	370	2.11
2275	polarity	n	370	2.56
2276	cognitively	r	370	3.13
2277	underdeveloped	j	370	2.11
2278	articulated	j	368	2.28
2279	preserving	j	368	1.6
2280	opportunistic	j	368	1.76
2281	centralize	v	367	2.26
2282	correspondingly	r	366	2.64
2283	inflationary	j	366	1.94
2284	long-lasting	j	366	1.54
2285	mediating	j	366	3.17
2286	labor-intensive	j	366	1.91
2287	hopelessness	n	366	1.52
2288	purification	n	365	1.84
2289	environmentalism	n	365	1.85
2290	reconfigure	v	365	1.81
2291	entanglement	n	364	1.86
2292	graphically	r	364	2.05
2293	revitalization	n	363	1.58
2294	oblique	j	362	1.73
2295	cardinal	j	362	1.53
2296	assumed	j	361	1.97
2297	nuanced	j	361	2.01
2298	conjecture	n	360	1.65
2299	shaping	j	360	2.23
2300	unequivocally	r	359	1.67
2301	buffer	v	359	2.32
2302	descending	j	359	1.58
2303	persistently	r	359	1.97
2304	dictate	n	358	2.03
2305	achievable	j	358	2.03
2306	succinctly	r	358	1.91
2307	redress	v	356	2.1
2308	equal	n	356	1.58
2309	non-white	n	356	2.19
2310	longer-term	j	355	1.59
2311	self-awareness	n	355	2.18
2312	suitability	n	355	2.49
2313	progressive	n	354	1.58
2314	popularly	r	353	2.02
2315	rectify	v	353	1.55
2316	redistribute	v	352	1.73
2317	distinctively	r	350	2.33
2318	drafting	n	350	1.71
2319	credence	n	350	1.59
2320	clustering	n	350	2.86
2321	arbitrarily	r	348	1.86
2322	exponentially	r	348	1.61
2323	passively	r	348	1.91
2324	symbiotic	j	348	2.15
2325	concise	j	347	1.81
2326	feudal	j	346	2.02
2327	query	v	346	1.68
2328	unbiased	j	346	1.85
2329	respectability	n	345	1.67
2330	shaping	n	345	2.23
2331	justifiable	j	345	1.73
2332	quadrant	n	344	1.76
2333	predominance	n	344	2.86
2334	cross-section	n	344	1.88
2335	detract	v	344	1.51
2336	conspicuously	r	344	1.52
2337	formalize	v	343	2.22
2338	undifferentiated	j	342	2.79
2339	redefinition	n	341	2.65
2340	interacting	j	339	3.04
2341	analogue	n	338	2.81
2342	sponsored	j	338	1.65
2343	amorphous	j	337	1.8
2344	exclusionary	j	337	2.16
2345	co-author	v	336	1.51
2346	mismatch	n	336	1.79
2347	synergy	n	336	1.6
2348	regress	v	335	2.09
2349	self-serving	j	335	1.63
2350	customized	j	335	1.59
2351	itinerant	j	334	1.86
2352	counterbalance	v	333	2.22
2353	subdivide	v	333	2.14
2354	ancillary	j	332	2.11
2355	crystallize	v	331	1.59
2356	exponential	n	331	2.16
2357	unrecognized	j	328	2.09
2358	explicate	v	327	2.86
2359	absent	v	327	1.56
2360	discord	n	326	1.52
2361	materially	r	326	2.08
2362	regenerate	v	326	1.57
2363	allowable	j	325	1.97
2364	acquiesce	v	324	1.59
2365	two-fold	j	324	2.53
2366	ascendancy	n	323	2.05
2367	asymmetrical	j	323	1.77
2368	critique	v	323	2.15
2369	framing	n	322	2.29
2370	functioning	j	321	1.7
2371	partition	v	321	2.05
2372	constructed	j	321	2.66
2373	fluid	j	320	1.52
2374	ever-increasing	j	319	1.75
2375	self-reliance	n	319	1.69
2376	meridian	n	318	1.53
2377	mosaic	j	318	1.65
2378	corrosive	j	317	1.74
2379	denigrate	v	316	1.55
2380	defensible	j	316	2.06
2381	objectionable	j	316	1.59
2382	reciprocate	v	316	1.61
2383	globalized	j	316	2.65
2384	twofold	r	316	2.12
2385	singularity	n	315	1.74
2386	recitation	n	315	1.54
2387	progeny	n	315	1.83
2388	pernicious	j	314	1.75
2389	intensively	r	314	2.0
2390	synonym	n	314	1.9
2391	vernacular	n	314	1.76
2392	unequivocal	j	313	1.67
2393	incipient	j	313	1.99
2394	inculcate	v	313	2.31
2395	fragment	v	312	1.87
2396	attenuate	v	312	2.69
2397	buttress	v	310	1.77
2398	disinterested	j	310	1.58
2399	reclamation	n	310	1.5
2400	networked	j	309	2.31
2401	acquiescence	n	309	2.05
2402	unsustainable	j	309	1.61
2403	well-developed	j	308	2.35
2404	instigate	v	308	1.63
2405	powerlessness	n	307	2.25
2406	dictum	n	307	1.95
2407	directed	j	307	2.21
2408	familiarize	v	306	2.08
2409	input	v	306	2.08
2410	untrained	j	306	1.6
2411	unwarranted	j	305	1.53
2412	impel	v	305	1.93
2413	outreach	v	305	1.96
2414	monopolize	v	305	2.02
2415	peculiarity	n	305	1.75
2416	burdensome	j	305	1.72
2417	disillusionment	n	304	1.69
2418	incompatibility	n	304	2.57
2419	unchanging	j	304	2.07
2420	nominally	r	303	1.94
2421	permanence	n	302	1.59
2422	illiteracy	n	302	1.76
2423	indoctrination	n	302	1.96
2424	ten-year	j	302	1.97
2425	stipulation	n	301	1.65
2426	re-evaluation	n	300	2.6
2427	meaningfully	r	299	2.08
2428	well-documented	j	299	1.76
2429	sequentially	r	298	2.67
2430	impinge	v	298	2.17
2431	circular	n	298	1.76
2432	concentric	j	298	1.72
2433	attainable	j	298	2.01
2434	bottleneck	n	297	1.54
2435	miscellaneous	j	297	1.57
2436	purported	j	297	1.6
2437	outgrowth	n	297	1.84
2438	satisfactorily	r	297	2.14
2439	panacea	n	296	1.57
2440	misperception	n	296	2.12
2441	indiscriminate	j	296	1.7
2442	extraneous	j	296	1.97
2443	fluctuating	j	294	2.2
2444	evolved	j	294	2.16
2445	axiom	n	294	1.85
2446	affiliated	j	294	1.77
2447	sender	n	294	1.74
2448	impurity	n	293	2.06
2449	invalid	j	293	1.91
2450	centrifugal	j	292	2.13
2451	forebear	n	292	1.63
2452	cursory	j	292	1.52
2453	interweave	v	290	1.83
2454	perpetuation	n	290	2.72
2455	reconstitute	v	290	1.62
2456	value-added	j	290	1.9
2457	usurp	v	289	1.51
2458	empathetic	j	289	1.75
2459	quantitatively	r	287	3.13
2460	granting	n	287	2.25
2461	henceforth	r	287	1.89
2462	conqueror	n	286	1.61
2463	annal	n	285	1.59
2464	landed	j	285	1.63
2465	preexist	v	284	2.39
2466	metrics	n	284	2.5
2467	eroding	j	284	1.59
2468	reversible	j	284	1.76
2469	spurious	j	284	2.14
2470	sup	v	282	1.79
2471	unproductive	j	282	1.84
2472	equivocal	j	282	2.61
2473	abundantly	r	282	1.56
2474	numerically	r	282	2.71
2475	misrepresentation	n	282	1.61
2476	inducement	n	281	1.73
2477	permissive	j	281	1.96
2478	normality	n	279	2.04
2479	derivation	n	279	2.64
2480	directorate	n	279	1.79
2481	unsuitable	j	279	1.68
2482	unchallenged	j	279	1.56
2483	selectivity	n	278	2.55
2484	heretofore	r	278	1.58
2485	homogenous	j	277	2.49
2486	purportedly	r	277	1.57
2487	simplification	n	277	2.08
2488	second-generation	j	277	1.76
2489	weakening	j	276	1.84
2490	demography	n	276	2.43
2491	divine	v	274	1.56
2492	retard	v	274	1.78
2493	regionally	r	274	2.05
2494	justly	r	273	1.71
2495	inflexible	j	272	1.74
2496	intensified	j	272	2.14
2497	purview	n	272	1.79
2498	judicious	j	271	1.69
2499	endogenous	j	271	3.26
2500	sequence	v	271	2.51
2501	unexplored	j	271	1.85
2502	unambiguously	r	270	2.44
2503	tabulate	v	270	2.02
2504	innermost	j	270	1.77
2505	one-dimensional	j	270	1.86
2506	predilection	n	269	2.02
2507	microcomputer	n	268	2.99
2508	inadequately	r	268	2.1
2509	adjudicate	v	268	2.07
2510	supposition	n	268	1.9
2511	weighting	n	268	2.63
2512	superfluous	j	267	1.51
2513	expound	v	267	1.6
2514	criminality	n	267	1.84
2515	amply	r	266	1.87
2516	apolitical	j	265	1.82
2517	crucially	r	264	2.22
2518	ordered	j	264	1.53
2519	occasion	v	263	2.02
2520	proximate	j	263	2.72
2521	irrigate	v	263	1.53
2522	exigency	n	262	2.38
2523	zero-sum	j	262	2.37
2524	upper-class	j	261	1.66
2525	offence	n	261	2.5
2526	harvesting	n	260	1.91
2527	separating	j	259	1.63
2528	elapse	v	258	1.6
2529	liberated	j	257	1.53
2530	perplexing	j	257	1.55
2531	opine	v	257	1.57
2532	nomenclature	n	257	2.26
2533	nationalization	n	257	2.1
2534	neuroscientist	n	256	2.01
2535	multiplier	n	256	2.09
2536	untenable	j	256	1.67
2537	word	v	255	1.52
2538	splitting	n	255	1.64
2539	demarcation	n	255	2.19
2540	degraded	j	255	2.08
2541	consequential	j	255	2.09
2542	antipathy	n	254	1.75
2543	dissociation	n	254	2.91
2544	inaccuracy	n	254	1.63
2545	reintegration	n	254	2.62
2546	superficially	r	253	2.1
2547	subsidiary	j	253	2.03
2548	subjectively	r	253	2.84
2549	proportionate	j	253	2.1
2550	re-examination	n	252	2.4
2551	illuminating	j	252	1.68
2552	invisibility	n	252	1.57
2553	deep-seated	j	251	1.69
2554	equalize	v	251	1.74
2555	well-designed	j	251	1.82
2556	associative	j	250	3.04
2557	above-mentioned	j	250	2.77
2558	imposed	j	250	2.45
2559	reforming	j	249	1.73
2560	usefully	r	247	2.49
2561	archive	v	247	1.94
2562	biochemistry	n	246	1.65
2563	communicating	j	246	2.42
2564	innovate	v	246	1.81
2565	interconnected	j	246	2.05
2566	motivating	j	245	2.09
2567	peculiarly	r	245	1.56
2568	constituted	j	245	2.32
2569	extrapolation	n	245	2.43
2570	enforced	j	244	1.61
2571	demarcate	v	244	2.51
2572	obviate	v	244	2.41
2573	hindrance	n	244	1.85
2574	sine	n	244	2.23
2575	uncritical	j	244	2.43
2576	unfolding	n	243	2.36
2577	overemphasize	v	243	2.3
2578	merging	n	243	2.08
2579	deprived	j	243	1.52
2580	comprehensively	r	242	2.39
2581	sizeable	j	242	1.71
2582	salutary	j	241	2.23
2583	unquestioned	j	241	1.79
2584	debatable	j	241	1.52
2585	distinguishable	j	241	2.24
2586	implausible	j	241	1.56
2587	counterintuitive	j	240	1.86
2588	transitory	j	239	1.97
2589	exploitative	j	238	2.09
2590	catalogue	v	238	1.53
2591	conclusively	r	238	1.64
2592	proclivity	n	238	1.79
2593	readable	j	237	1.54
2594	iterative	j	237	3.33
2595	aegis	n	237	1.58
2596	distributive	j	237	3.19
2597	inalienable	j	236	2.09
2598	laissez-faire	n	236	1.82
2599	preeminence	n	236	2.23
2600	switching	n	236	1.86
2601	summation	n	235	1.68
2602	reassessment	n	233	1.84
2603	proportionately	r	233	2.03
2604	progenitor	n	233	2.16
2605	interconnect	v	233	1.92
2606	individualist	n	232	2.23
2607	outmoded	j	232	1.59
2608	parlance	n	232	1.51
2609	analytically	r	232	2.85
2610	stricture	n	232	1.67
2611	tacitly	r	232	2.0
2612	vicarious	j	232	2.09
2613	discriminating	j	231	1.84
2614	undervalue	v	229	1.61
2615	state-sponsored	j	229	1.79
2616	interventionist	j	228	2.49
2617	heredity	n	228	2.04
2618	mitigating	j	227	1.99
2619	manifestly	r	226	2.13
2620	delineation	n	226	2.54
2621	abbreviation	n	226	1.96
2622	compendium	n	226	1.58
2623	state-level	j	226	2.76
2624	subpopulation	n	226	3.23
2625	verifiable	j	225	1.89
2626	justifiably	r	225	1.59
2627	insufficiently	r	224	1.98
2628	preconception	n	224	1.72
2629	polarized	j	224	1.73
2630	derivative	j	224	1.79
2631	forego	v	224	1.53
2632	veracity	n	224	1.64
2633	reformulate	v	224	2.36
2634	coordinating	j	223	1.89
2635	bracket	v	223	1.61
2636	paternalistic	j	223	2.05
2637	paternalism	n	222	2.23
2638	prohibitive	j	222	1.54
2639	reinterpretation	n	222	2.48
2640	unpredictability	n	222	1.54
2641	vitally	r	221	1.65
2642	immutable	j	221	1.8
2643	deletion	n	221	2.43
2644	declarative	j	220	2.62
2645	erroneously	r	220	1.86
2646	comparability	n	220	3.28
2647	stagnate	v	220	1.69
2648	consonant	j	219	2.82
2649	avail	v	219	1.59
2650	dissociate	v	218	2.5
2651	academician	n	217	2.19
2652	professionalization	n	216	2.95
2653	quantifiable	j	216	2.49
2654	deviance	n	215	2.72
2655	employed	j	215	2.11
2656	disincentive	n	214	1.81
2657	agreed-upon	j	214	2.18
2658	piecemeal	j	214	1.89
2659	tuning	n	214	1.55
2660	transformed	j	213	2.24
2661	oversimplify	v	213	2.04
2662	productively	r	212	2.14
2663	identifier	n	212	2.41
2664	interchangeably	r	212	2.47
2665	symbiosis	n	212	2.22
2666	submissive	j	211	1.56
2667	verbatim	r	211	1.85
2668	quarterly	r	211	1.92
2669	persuasively	r	211	2.12
2670	advisable	j	211	1.66
2671	obsolescence	n	210	2.16
2672	inclusiveness	n	209	2.1
2673	dynamically	r	209	2.8
2674	delimit	v	209	3.09
2675	appreciable	j	208	2.01
2676	psychoanalyst	n	208	1.81
2677	monogamous	j	207	1.5
2678	diminution	n	207	2.31
2679	formalized	j	207	2.7
2680	servitude	n	207	1.65
2681	constructively	r	206	2.15
2682	misinterpretation	n	206	2.08
2683	malleable	j	205	1.57
2684	minimization	n	205	3.23
2685	portability	n	205	1.82
2686	emotive	j	205	2.36
2687	dismantling	n	205	1.61
2688	tested	j	205	1.53
2689	rooted	j	204	1.56
2690	concealment	n	204	1.56
2691	preconceived	j	204	1.64
2692	laudable	j	204	1.69
2693	imprecise	j	204	1.76
2694	permeable	j	203	2.4
2695	catalyze	v	203	2.39
2696	append	v	203	2.24
2697	successively	r	203	2.43
2698	unattainable	j	202	1.63
2699	peer-reviewed	j	200	2.12
2700	onwards	r	200	2.57
2701	inadvertent	j	200	1.56
2702	manifold	j	200	2.18
2703	proportionally	r	199	2.28
2704	receptivity	n	199	2.35
2705	cross-national	j	199	3.29
2706	proscribe	v	198	2.25
2707	profitably	r	198	1.92
2708	moralistic	j	198	2.02
2709	de-emphasize	v	197	2.16
2710	dispensation	n	197	1.79
2711	self-sacrifice	n	197	2.07
2712	recovered	j	196	1.85
2713	requisite	n	196	2.21
2714	urbanized	j	195	2.33
2715	expediency	n	195	1.68
2716	exclusivity	n	195	1.58
2717	germane	j	195	1.84
2718	self-help	n	194	1.55
2719	linking	n	193	2.55
2720	nebulous	j	193	1.8
2721	appreciably	r	193	2.06
2722	laborious	j	190	1.52
2723	inhospitable	j	189	1.51
2724	rethinking	n	189	1.83
2725	unanimity	n	188	1.59
2726	pervasiveness	n	188	2.29
2727	archeological	j	188	1.83
2728	skewed	j	187	1.51
2729	add-on	j	186	1.7
2730	near-term	j	186	1.77
2731	methodologically	r	186	3.27
2732	irreconcilable	j	186	1.64
2733	impute	v	185	2.44
2734	energetically	r	185	1.51
2735	enumeration	n	185	2.88
2736	culpability	n	185	1.5
2737	customarily	r	185	1.67
2738	expedient	j	184	1.71
2739	complicating	j	184	1.7
2740	inimical	j	184	2.52
2741	salaried	j	184	1.57
2742	weighing	n	184	1.63
2743	well-organized	j	184	1.57
2744	rejected	j	183	1.53
2745	nested	j	183	2.48
2746	mediated	j	182	2.72
2747	irrelevance	n	182	1.95
2748	modus	n	181	1.59
2749	postulate	n	181	2.93
